url,label
http://www.google.com,0
https://www.google.com/,0
https://www.google.com/about,0
http://www.google.com/docs,0
https://www.google.com/documentation,0
https://www.google.com/faq,0
http://www.google.com/contact,0
https://www.google.com/search?q=machine+learning,0
https://www.google.com/wiki/Computer_science,0
http://www.google.com/help/article/1049,0
https://www.google.com/news/2024/05/tech-trends,0
https://www.google.com/explore,0
http://www.google.com/courses/computer-science,0
https://www.google.com/research/papers/view?id=4921,0
https://www.google.com/pricing,0
http://www.google.com/features,0
https://www.google.com/blog/engineering-insights,0
https://www.google.com/downloads/releases/stable,0
http://www.google.com/terms,0
https://www.google.com/privacy,0
https://www.github.com,0
http://www.github.com/,0
https://www.github.com/about,0
https://www.github.com/docs,0
http://www.github.com/documentation,0
https://www.github.com/faq,0
https://www.github.com/contact,0
http://www.github.com/search?q=machine+learning,0
https://www.github.com/wiki/Computer_science,0
https://www.github.com/help/article/1049,0
http://www.github.com/news/2024/05/tech-trends,0
https://www.github.com/explore,0
https://www.github.com/courses/computer-science,0
http://www.github.com/research/papers/view?id=4921,0
https://www.github.com/pricing,0
https://www.github.com/features,0
http://www.github.com/blog/engineering-insights,0
https://www.github.com/downloads/releases/stable,0
https://www.github.com/terms,0
http://www.github.com/privacy,0
https://www.wikipedia.org,0
https://www.wikipedia.org/,0
http://www.wikipedia.org/about,0
https://www.wikipedia.org/docs,0
https://www.wikipedia.org/documentation,0
http://www.wikipedia.org/faq,0
https://www.wikipedia.org/contact,0
https://www.wikipedia.org/search?q=machine+learning,0
http://www.wikipedia.org/wiki/Computer_science,0
https://www.wikipedia.org/help/article/1049,0
https://www.wikipedia.org/news/2024/05/tech-trends,0
http://www.wikipedia.org/explore,0
https://www.wikipedia.org/courses/computer-science,0
https://www.wikipedia.org/research/papers/view?id=4921,0
http://www.wikipedia.org/pricing,0
https://www.wikipedia.org/features,0
https://www.wikipedia.org/blog/engineering-insights,0
http://www.wikipedia.org/downloads/releases/stable,0
https://www.wikipedia.org/terms,0
https://www.wikipedia.org/privacy,0
http://www.python.org,0
https://www.python.org/,0
https://www.python.org/about,0
http://www.python.org/docs,0
https://www.python.org/documentation,0
https://www.python.org/faq,0
http://www.python.org/contact,0
https://www.python.org/search?q=machine+learning,0
https://www.python.org/wiki/Computer_science,0
http://www.python.org/help/article/1049,0
https://www.python.org/news/2024/05/tech-trends,0
https://www.python.org/explore,0
http://www.python.org/courses/computer-science,0
https://www.python.org/research/papers/view?id=4921,0
https://www.python.org/pricing,0
http://www.python.org/features,0
https://www.python.org/blog/engineering-insights,0
https://www.python.org/downloads/releases/stable,0
http://www.python.org/terms,0
https://www.python.org/privacy,0
https://www.microsoft.com,0
http://www.microsoft.com/,0
https://www.microsoft.com/about,0
https://www.microsoft.com/docs,0
http://www.microsoft.com/documentation,0
https://www.microsoft.com/faq,0
https://www.microsoft.com/contact,0
http://www.microsoft.com/search?q=machine+learning,0
https://www.microsoft.com/wiki/Computer_science,0
https://www.microsoft.com/help/article/1049,0
http://www.microsoft.com/news/2024/05/tech-trends,0
https://www.microsoft.com/explore,0
https://www.microsoft.com/courses/computer-science,0
http://www.microsoft.com/research/papers/view?id=4921,0
https://www.microsoft.com/pricing,0
https://www.microsoft.com/features,0
http://www.microsoft.com/blog/engineering-insights,0
https://www.microsoft.com/downloads/releases/stable,0
https://www.microsoft.com/terms,0
http://www.microsoft.com/privacy,0
https://www.stackoverflow.com,0
https://www.stackoverflow.com/,0
http://www.stackoverflow.com/about,0
https://www.stackoverflow.com/docs,0
https://www.stackoverflow.com/documentation,0
http://www.stackoverflow.com/faq,0
https://www.stackoverflow.com/contact,0
https://www.stackoverflow.com/search?q=machine+learning,0
http://www.stackoverflow.com/wiki/Computer_science,0
https://www.stackoverflow.com/help/article/1049,0
https://www.stackoverflow.com/news/2024/05/tech-trends,0
http://www.stackoverflow.com/explore,0
https://www.stackoverflow.com/courses/computer-science,0
https://www.stackoverflow.com/research/papers/view?id=4921,0
http://www.stackoverflow.com/pricing,0
https://www.stackoverflow.com/features,0
https://www.stackoverflow.com/blog/engineering-insights,0
http://www.stackoverflow.com/downloads/releases/stable,0
https://www.stackoverflow.com/terms,0
https://www.stackoverflow.com/privacy,0
http://www.apple.com,0
https://www.apple.com/,0
https://www.apple.com/about,0
http://www.apple.com/docs,0
https://www.apple.com/documentation,0
https://www.apple.com/faq,0
http://www.apple.com/contact,0
https://www.apple.com/search?q=machine+learning,0
https://www.apple.com/wiki/Computer_science,0
http://www.apple.com/help/article/1049,0
https://www.apple.com/news/2024/05/tech-trends,0
https://www.apple.com/explore,0
http://www.apple.com/courses/computer-science,0
